134.71.15.78 - - [06/Oct/2021:20:30:00 +0000] "GET / HTTP/1.1" 400 66866 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36"
108.244.58.79 - - [07/Oct/2021:00:22:33 +0000] "GET /favicon.ico HTTP/1.1" 400 67027 "https://www.paradisum.io/" "Mozilla/5.0 (Linux; Android 9; SM-N950U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
54.68.162.175 - - [07/Oct/2021:00:35:39 +0000] "GET / HTTP/1.1" 400 64733 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:00:55:22 +0000] "GET / HTTP/1.1" 200 4900 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:00:55:22 +0000] "GET /static/default/assets/css/vendor.bundle.css HTTP/1.1" 200 50590 "https://paradisum.io/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:00:55:22 +0000] "GET /static/default/assets/css/style-azalea.css HTTP/1.1" 200 51210 "https://paradisum.io/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:00:55:23 +0000] "GET /static/default/assets/css/theme.css HTTP/1.1" 200 1031 "https://paradisum.io/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:00:55:23 +0000] "GET /static/default/assets/js/scripts.js HTTP/1.1" 200 11435 "https://paradisum.io/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:00:55:23 +0000] "GET /static/default/assets/js/charts.js HTTP/1.1" 200 2508 "https://paradisum.io/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:00:55:23 +0000] "GET /static/default/assets/js/jquery.bundle.js HTTP/1.1" 200 206421 "https://paradisum.io/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:00:55:23 +0000] "GET /static/default/assets/images/shape-i.png HTTP/1.1" 200 33116 "https://paradisum.io/static/default/assets/css/style-azalea.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:00:55:23 +0000] "GET /static/default/assets/images/favicon.png HTTP/1.1" 200 2339 "https://paradisum.io/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:00:55:23 +0000] "GET /static/default/assets/fonts/Quicksand-Bold.woff2 HTTP/1.1" 200 38780 "https://paradisum.io/static/default/assets/css/style-azalea.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:00:55:23 +0000] "GET /static/default/assets/fonts/Roboto-Medium.woff2 HTTP/1.1" 200 67213 "https://paradisum.io/static/default/assets/css/style-azalea.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:00:55:23 +0000] "GET /static/default/assets/fonts/Roboto-Regular.woff2 HTTP/1.1" 200 66337 "https://paradisum.io/static/default/assets/css/style-azalea.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:00:55:23 +0000] "GET /static/default/assets/fonts/Quicksand-Light.woff2 HTTP/1.1" 200 38676 "https://paradisum.io/static/default/assets/css/style-azalea.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:00:55:23 +0000] "GET /static/default/assets/fonts/fa-regular-400.woff2 HTTP/1.1" 200 13608 "https://paradisum.io/static/default/assets/css/vendor.bundle.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:00:55:23 +0000] "GET /static/default/assets/fonts/fa-brands-400.woff2 HTTP/1.1" 200 77185 "https://paradisum.io/static/default/assets/css/vendor.bundle.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
54.188.0.178 - - [07/Oct/2021:00:57:06 +0000] "GET / HTTP/1.1" 200 8080 "-" "Mozilla/5.0 (Linux; Android 4.0.4; Galaxy Nexus Build/IMM76B) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.133 Mobile Safari/535.19"
35.163.229.6 - - [07/Oct/2021:00:57:06 +0000] "GET / HTTP/1.1" 200 8080 "-" "Mozilla/5.0 (Linux; Android 4.0.4; Galaxy Nexus Build/IMM76B) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.133 Mobile Safari/535.19"
108.244.58.79 - - [07/Oct/2021:00:57:06 +0000] "GET / HTTP/1.1" 200 4905 "android-app://org.telegram.messenger/" "Mozilla/5.0 (Linux; Android 9; SM-N950U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
108.244.58.79 - - [07/Oct/2021:00:57:07 +0000] "GET /static/default/assets/css/vendor.bundle.css HTTP/1.1" 200 50590 "https://www.paradisum.io/" "Mozilla/5.0 (Linux; Android 9; SM-N950U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
108.244.58.79 - - [07/Oct/2021:00:57:07 +0000] "GET /static/default/assets/css/theme.css HTTP/1.1" 200 1031 "https://www.paradisum.io/" "Mozilla/5.0 (Linux; Android 9; SM-N950U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
108.244.58.79 - - [07/Oct/2021:00:57:07 +0000] "GET /static/default/assets/css/style-azalea.css HTTP/1.1" 200 49164 "https://www.paradisum.io/" "Mozilla/5.0 (Linux; Android 9; SM-N950U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
108.244.58.79 - - [07/Oct/2021:00:57:07 +0000] "GET /static/default/assets/js/scripts.js HTTP/1.1" 200 11435 "https://www.paradisum.io/" "Mozilla/5.0 (Linux; Android 9; SM-N950U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
108.244.58.79 - - [07/Oct/2021:00:57:07 +0000] "GET /static/default/assets/js/charts.js HTTP/1.1" 200 5086 "https://www.paradisum.io/" "Mozilla/5.0 (Linux; Android 9; SM-N950U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
108.244.58.79 - - [07/Oct/2021:00:57:07 +0000] "GET /static/default/assets/js/jquery.bundle.js HTTP/1.1" 200 208467 "https://www.paradisum.io/" "Mozilla/5.0 (Linux; Android 9; SM-N950U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
108.244.58.79 - - [07/Oct/2021:00:57:07 +0000] "GET /static/default/assets/images/shape-i.png HTTP/1.1" 200 33116 "https://www.paradisum.io/static/default/assets/css/style-azalea.css" "Mozilla/5.0 (Linux; Android 9; SM-N950U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
108.244.58.79 - - [07/Oct/2021:00:57:07 +0000] "GET /static/default/assets/fonts/Quicksand-Bold.woff2 HTTP/1.1" 200 38780 "https://www.paradisum.io/static/default/assets/css/style-azalea.css" "Mozilla/5.0 (Linux; Android 9; SM-N950U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
108.244.58.79 - - [07/Oct/2021:00:57:07 +0000] "GET /static/default/assets/fonts/Quicksand-Light.woff2 HTTP/1.1" 200 38676 "https://www.paradisum.io/static/default/assets/css/style-azalea.css" "Mozilla/5.0 (Linux; Android 9; SM-N950U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
108.244.58.79 - - [07/Oct/2021:00:57:08 +0000] "GET /static/default/assets/fonts/fa-regular-400.woff2 HTTP/1.1" 200 13608 "https://www.paradisum.io/static/default/assets/css/vendor.bundle.css" "Mozilla/5.0 (Linux; Android 9; SM-N950U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
108.244.58.79 - - [07/Oct/2021:00:57:08 +0000] "GET /static/default/assets/fonts/fa-brands-400.woff2 HTTP/1.1" 200 77185 "https://www.paradisum.io/static/default/assets/css/vendor.bundle.css" "Mozilla/5.0 (Linux; Android 9; SM-N950U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
108.244.58.79 - - [07/Oct/2021:00:57:08 +0000] "GET /static/default/assets/images/favicon.png HTTP/1.1" 200 2339 "https://www.paradisum.io/" "Mozilla/5.0 (Linux; Android 9; SM-N950U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
34.214.104.166 - - [07/Oct/2021:01:08:34 +0000] "GET / HTTP/1.1" 200 7483 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
54.68.162.175 - - [07/Oct/2021:01:11:52 +0000] "GET / HTTP/1.1" 200 7483 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:12:54 +0000] "GET / HTTP/1.1" 200 4779 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:12:54 +0000] "GET /static/default/assets/css/theme.css HTTP/1.1" 200 3077 "https://paradisum.io/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:12:54 +0000] "GET /static/default/assets/css/vendor.bundle.css HTTP/1.1" 200 50590 "https://paradisum.io/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:12:54 +0000] "GET /static/default/assets/css/style-azalea.css HTTP/1.1" 200 48632 "https://paradisum.io/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:12:54 +0000] "GET /static/default/assets/js/scripts.js HTTP/1.1" 200 9389 "https://paradisum.io/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:12:54 +0000] "GET /static/default/assets/js/charts.js HTTP/1.1" 200 5086 "https://paradisum.io/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:12:54 +0000] "GET /static/default/assets/js/jquery.bundle.js HTTP/1.1" 200 206421 "https://paradisum.io/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:12:54 +0000] "GET /static/default/assets/fonts/Quicksand-Light.woff2 HTTP/1.1" 304 203 "https://paradisum.io/static/default/assets/css/style-azalea.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:12:54 +0000] "GET /static/default/assets/fonts/Roboto-Medium.woff2 HTTP/1.1" 304 2782 "https://paradisum.io/static/default/assets/css/style-azalea.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:12:54 +0000] "GET /static/default/assets/fonts/Quicksand-Bold.woff2 HTTP/1.1" 304 203 "https://paradisum.io/static/default/assets/css/style-azalea.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:12:54 +0000] "GET /static/default/assets/fonts/Roboto-Regular.woff2 HTTP/1.1" 304 204 "https://paradisum.io/static/default/assets/css/style-azalea.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:12:54 +0000] "GET /static/default/assets/images/shape-i.png HTTP/1.1" 304 203 "https://paradisum.io/static/default/assets/css/style-azalea.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:12:54 +0000] "GET /static/default/assets/fonts/fa-regular-400.woff2 HTTP/1.1" 304 203 "https://paradisum.io/static/default/assets/css/vendor.bundle.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:12:54 +0000] "GET /static/default/assets/fonts/fa-brands-400.woff2 HTTP/1.1" 304 204 "https://paradisum.io/static/default/assets/css/vendor.bundle.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:12:54 +0000] "GET /static/default/assets/images/favicon.png HTTP/1.1" 304 202 "https://paradisum.io/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:12:54 +0000] "GET /static/default/assets/images/favicon.png HTTP/1.1" 200 2339 "https://paradisum.io/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:14:01 +0000] "GET / HTTP/1.1" 200 2602 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:14:02 +0000] "GET /static/default/assets/images/favicon.png HTTP/1.1" 200 2339 "https://paradisum.io/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:14:25 +0000] "GET / HTTP/1.1" 200 2603 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:14:25 +0000] "GET /static/default/assets/images/favicon.png HTTP/1.1" 200 2339 "https://paradisum.io/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:14:39 +0000] "GET / HTTP/1.1" 200 2608 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:14:39 +0000] "GET /static/default/assets/images/favicon.png HTTP/1.1" 200 2339 "https://paradisum.io/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:16:15 +0000] "GET / HTTP/1.1" 200 2609 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:16:15 +0000] "GET /static/default/assets/css/vendor.bundle.css HTTP/1.1" 200 50590 "https://paradisum.io/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:16:15 +0000] "GET /static/default/assets/css/style-azalea.css HTTP/1.1" 200 49164 "https://paradisum.io/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:16:15 +0000] "GET /static/default/assets/css/theme.css HTTP/1.1" 200 1031 "https://paradisum.io/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:16:15 +0000] "GET /static/default/assets/js/scripts.js HTTP/1.1" 200 11435 "https://paradisum.io/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:16:15 +0000] "GET /static/default/assets/js/charts.js HTTP/1.1" 200 5086 "https://paradisum.io/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:16:15 +0000] "GET /static/default/assets/js/jquery.bundle.js HTTP/1.1" 200 206421 "https://paradisum.io/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:16:15 +0000] "GET /static/default/assets/images/shape-i.png HTTP/1.1" 304 203 "https://paradisum.io/static/default/assets/css/style-azalea.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:16:15 +0000] "GET /static/default/assets/fonts/Roboto-Medium.woff2 HTTP/1.1" 304 204 "https://paradisum.io/static/default/assets/css/style-azalea.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:16:15 +0000] "GET /static/default/assets/fonts/Roboto-Regular.woff2 HTTP/1.1" 304 204 "https://paradisum.io/static/default/assets/css/style-azalea.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:16:15 +0000] "GET /static/default/assets/fonts/Quicksand-Bold.woff2 HTTP/1.1" 304 203 "https://paradisum.io/static/default/assets/css/style-azalea.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:16:15 +0000] "GET /static/default/assets/fonts/Quicksand-Light.woff2 HTTP/1.1" 304 203 "https://paradisum.io/static/default/assets/css/style-azalea.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:16:15 +0000] "GET /static/default/assets/fonts/fa-brands-400.woff2 HTTP/1.1" 304 204 "https://paradisum.io/static/default/assets/css/vendor.bundle.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:16:15 +0000] "GET /static/default/assets/fonts/fa-regular-400.woff2 HTTP/1.1" 304 203 "https://paradisum.io/static/default/assets/css/vendor.bundle.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:16:15 +0000] "GET /static/default/assets/images/favicon.png HTTP/1.1" 200 2339 "https://paradisum.io/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:16:17 +0000] "GET /light/ HTTP/1.1" 302 484 "https://paradisum.io/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:16:17 +0000] "GET / HTTP/1.1" 200 2182 "https://paradisum.io/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:16:21 +0000] "GET /dark/ HTTP/1.1" 302 484 "https://paradisum.io/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
47.149.10.194 - - [07/Oct/2021:01:16:21 +0000] "GET / HTTP/1.1" 200 2073 "https://paradisum.io/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
